Warmup Train [1][0/48]	Time 0.259 (0.259)	Data 0.003 (0.003)	Loss 1.6294 (1.6294)	Top-1 acc 10.938 (10.938)	Top-5 acc 100.000 (100.000)	lr 0.05000
Warmup Train [1][30/48]	Time 0.007 (0.041)	Data 0.001 (0.001)	Loss 1.2681 (1.3486)	Top-1 acc 42.188 (34.879)	Top-5 acc 100.000 (100.000)	lr 0.04999
Warmup Train [1][48/48]	Time 0.123 (0.032)	Data 0.000 (0.001)	Loss 1.0946 (1.2628)	Top-1 acc 43.636 (39.303)	Top-5 acc 100.000 (100.000)	lr 0.04998
==========Warmup Valid [1/80]	loss 5.819	top-1 acc 17.149	top-5 acc 100.000	Train top-1 39.303	top-5 100.000	flops: 2.3M
Warmup Train [2][0/48]	Time 0.011 (0.011)	Data 0.001 (0.001)	Loss 0.9842 (0.9842)	Top-1 acc 48.438 (48.438)	Top-5 acc 100.000 (100.000)	lr 0.04998
Warmup Train [2][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.9215 (1.0923)	Top-1 acc 54.688 (46.623)	Top-5 acc 100.000 (100.000)	lr 0.04995
Warmup Train [2][48/48]	Time 0.166 (0.011)	Data 0.001 (0.001)	Loss 0.8678 (1.0732)	Top-1 acc 54.545 (47.170)	Top-5 acc 100.000 (100.000)	lr 0.04992
==========Warmup Valid [2/80]	loss 4.659	top-1 acc 18.971	top-5 acc 100.000	Train top-1 47.170	top-5 100.000	flops: 2.3M
Warmup Train [3][0/48]	Time 0.013 (0.013)	Data 0.002 (0.002)	Loss 1.1938 (1.1938)	Top-1 acc 40.625 (40.625)	Top-5 acc 100.000 (100.000)	lr 0.04992
Warmup Train [3][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 1.0391 (1.0412)	Top-1 acc 50.000 (47.631)	Top-5 acc 100.000 (100.000)	lr 0.04987
Warmup Train [3][48/48]	Time 0.138 (0.011)	Data 0.001 (0.001)	Loss 0.9424 (1.0482)	Top-1 acc 45.455 (48.257)	Top-5 acc 100.000 (100.000)	lr 0.04983
==========Warmup Valid [3/80]	loss 3.611	top-1 acc 18.650	top-5 acc 100.000	Train top-1 48.257	top-5 100.000	flops: 2.3M
Warmup Train [4][0/48]	Time 0.011 (0.011)	Data 0.002 (0.002)	Loss 0.9808 (0.9808)	Top-1 acc 43.750 (43.750)	Top-5 acc 100.000 (100.000)	lr 0.04983
Warmup Train [4][30/48]	Time 0.008 (0.008)	Data 0.000 (0.001)	Loss 0.9681 (1.0674)	Top-1 acc 54.688 (45.716)	Top-5 acc 100.000 (100.000)	lr 0.04975
Warmup Train [4][48/48]	Time 0.020 (0.008)	Data 0.001 (0.001)	Loss 1.0575 (1.0713)	Top-1 acc 56.364 (46.978)	Top-5 acc 100.000 (100.000)	lr 0.04970
==========Warmup Valid [4/80]	loss 1.923	top-1 acc 26.688	top-5 acc 100.000	Train top-1 46.978	top-5 100.000	flops: 2.3M
Warmup Train [5][0/48]	Time 0.010 (0.010)	Data 0.001 (0.001)	Loss 0.8249 (0.8249)	Top-1 acc 54.688 (54.688)	Top-5 acc 100.000 (100.000)	lr 0.04969
Warmup Train [5][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 1.4800 (1.1172)	Top-1 acc 25.000 (47.984)	Top-5 acc 100.000 (100.000)	lr 0.04959
Warmup Train [5][48/48]	Time 0.082 (0.010)	Data 0.000 (0.001)	Loss 1.4421 (1.0856)	Top-1 acc 47.273 (48.705)	Top-5 acc 100.000 (100.000)	lr 0.04952
==========Warmup Valid [5/80]	loss 1.580	top-1 acc 31.618	top-5 acc 100.000	Train top-1 48.705	top-5 100.000	flops: 2.3M
Warmup Train [6][0/48]	Time 0.010 (0.010)	Data 0.001 (0.001)	Loss 0.8932 (0.8932)	Top-1 acc 56.250 (56.250)	Top-5 acc 100.000 (100.000)	lr 0.04952
Warmup Train [6][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 1.0595 (1.0289)	Top-1 acc 51.562 (51.562)	Top-5 acc 100.000 (100.000)	lr 0.04940
Warmup Train [6][48/48]	Time 0.202 (0.012)	Data 0.001 (0.001)	Loss 0.9690 (1.0271)	Top-1 acc 54.545 (50.752)	Top-5 acc 100.000 (100.000)	lr 0.04931
==========Warmup Valid [6/80]	loss 2.244	top-1 acc 21.758	top-5 acc 100.000	Train top-1 50.752	top-5 100.000	flops: 2.3M
Warmup Train [7][0/48]	Time 0.011 (0.011)	Data 0.001 (0.001)	Loss 0.7422 (0.7422)	Top-1 acc 64.062 (64.062)	Top-5 acc 100.000 (100.000)	lr 0.04931
Warmup Train [7][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.8990 (1.0379)	Top-1 acc 62.500 (52.167)	Top-5 acc 100.000 (100.000)	lr 0.04916
Warmup Train [7][48/48]	Time 0.028 (0.008)	Data 0.001 (0.001)	Loss 0.9412 (1.0478)	Top-1 acc 47.273 (52.702)	Top-5 acc 100.000 (100.000)	lr 0.04907
==========Warmup Valid [7/80]	loss 2.447	top-1 acc 28.189	top-5 acc 100.000	Train top-1 52.702	top-5 100.000	flops: 2.3M
Warmup Train [8][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.7714 (0.7714)	Top-1 acc 60.938 (60.938)	Top-5 acc 100.000 (100.000)	lr 0.04906
Warmup Train [8][30/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 0.7488 (0.9888)	Top-1 acc 70.312 (55.192)	Top-5 acc 100.000 (100.000)	lr 0.04889
Warmup Train [8][48/48]	Time 0.161 (0.011)	Data 0.001 (0.001)	Loss 0.8751 (1.0038)	Top-1 acc 63.636 (54.653)	Top-5 acc 100.000 (100.000)	lr 0.04878
==========Warmup Valid [8/80]	loss 1.400	top-1 acc 35.048	top-5 acc 100.000	Train top-1 54.653	top-5 100.000	flops: 2.3M
Warmup Train [9][0/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 0.7669 (0.7669)	Top-1 acc 64.062 (64.062)	Top-5 acc 100.000 (100.000)	lr 0.04878
Warmup Train [9][30/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 1.0066 (1.0122)	Top-1 acc 56.250 (54.738)	Top-5 acc 100.000 (100.000)	lr 0.04858
Warmup Train [9][48/48]	Time 0.036 (0.008)	Data 0.001 (0.001)	Loss 0.9551 (1.0191)	Top-1 acc 45.455 (54.077)	Top-5 acc 100.000 (100.000)	lr 0.04846
==========Warmup Valid [9/80]	loss 1.366	top-1 acc 32.797	top-5 acc 100.000	Train top-1 54.077	top-5 100.000	flops: 2.3M
Warmup Train [10][0/48]	Time 0.011 (0.011)	Data 0.001 (0.001)	Loss 0.8399 (0.8399)	Top-1 acc 62.500 (62.500)	Top-5 acc 100.000 (100.000)	lr 0.04845
Warmup Train [10][30/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 0.8071 (0.9761)	Top-1 acc 57.812 (55.897)	Top-5 acc 100.000 (100.000)	lr 0.04824
Warmup Train [10][48/48]	Time 0.223 (0.012)	Data 0.000 (0.001)	Loss 0.9063 (0.9776)	Top-1 acc 49.091 (55.197)	Top-5 acc 100.000 (100.000)	lr 0.04810
==========Warmup Valid [10/80]	loss 1.140	top-1 acc 42.015	top-5 acc 100.000	Train top-1 55.197	top-5 100.000	flops: 2.3M
Warmup Train [11][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.9030 (0.9030)	Top-1 acc 62.500 (62.500)	Top-5 acc 100.000 (100.000)	lr 0.04810
Warmup Train [11][30/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 1.0243 (0.9695)	Top-1 acc 50.000 (54.587)	Top-5 acc 100.000 (100.000)	lr 0.04786
Warmup Train [11][48/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 0.7938 (0.9521)	Top-1 acc 60.000 (55.804)	Top-5 acc 100.000 (100.000)	lr 0.04771
==========Warmup Valid [11/80]	loss 1.806	top-1 acc 44.802	top-5 acc 100.000	Train top-1 55.804	top-5 100.000	flops: 2.3M
Warmup Train [12][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 1.1703 (1.1703)	Top-1 acc 46.875 (46.875)	Top-5 acc 100.000 (100.000)	lr 0.04770
Warmup Train [12][30/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 0.6558 (0.9601)	Top-1 acc 73.438 (58.115)	Top-5 acc 100.000 (100.000)	lr 0.04745
Warmup Train [12][48/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.9149 (0.9195)	Top-1 acc 67.273 (58.331)	Top-5 acc 100.000 (100.000)	lr 0.04728
==========Warmup Valid [12/80]	loss 1.933	top-1 acc 43.944	top-5 acc 100.000	Train top-1 58.331	top-5 100.000	flops: 2.3M
Warmup Train [13][0/48]	Time 0.010 (0.010)	Data 0.001 (0.001)	Loss 0.6741 (0.6741)	Top-1 acc 64.062 (64.062)	Top-5 acc 100.000 (100.000)	lr 0.04728
Warmup Train [13][30/48]	Time 0.009 (0.008)	Data 0.001 (0.001)	Loss 1.2375 (0.9972)	Top-1 acc 53.125 (55.998)	Top-5 acc 100.000 (100.000)	lr 0.04700
Warmup Train [13][48/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.9461 (0.9445)	Top-1 acc 54.545 (58.491)	Top-5 acc 100.000 (100.000)	lr 0.04682
==========Warmup Valid [13/80]	loss 1.323	top-1 acc 35.370	top-5 acc 100.000	Train top-1 58.491	top-5 100.000	flops: 2.3M
Warmup Train [14][0/48]	Time 0.010 (0.010)	Data 0.002 (0.002)	Loss 0.8698 (0.8698)	Top-1 acc 60.938 (60.938)	Top-5 acc 100.000 (100.000)	lr 0.04681
Warmup Train [14][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 1.2159 (0.9156)	Top-1 acc 53.125 (59.123)	Top-5 acc 100.000 (100.000)	lr 0.04651
Warmup Train [14][48/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 1.1578 (0.9588)	Top-1 acc 47.273 (58.650)	Top-5 acc 100.000 (100.000)	lr 0.04633
==========Warmup Valid [14/80]	loss 0.883	top-1 acc 69.775	top-5 acc 100.000	Train top-1 58.650	top-5 100.000	flops: 2.3M
Warmup Train [15][0/48]	Time 0.010 (0.010)	Data 0.002 (0.002)	Loss 0.9663 (0.9663)	Top-1 acc 53.125 (53.125)	Top-5 acc 100.000 (100.000)	lr 0.04632
Warmup Train [15][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 1.0017 (0.9091)	Top-1 acc 50.000 (58.871)	Top-5 acc 100.000 (100.000)	lr 0.04600
Warmup Train [15][48/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.7790 (0.8926)	Top-1 acc 58.182 (58.842)	Top-5 acc 100.000 (100.000)	lr 0.04580
==========Warmup Valid [15/80]	loss 0.901	top-1 acc 60.021	top-5 acc 100.000	Train top-1 58.842	top-5 100.000	flops: 2.3M
Warmup Train [16][0/48]	Time 0.011 (0.011)	Data 0.001 (0.001)	Loss 0.7397 (0.7397)	Top-1 acc 65.625 (65.625)	Top-5 acc 100.000 (100.000)	lr 0.04579
Warmup Train [16][30/48]	Time 0.007 (0.007)	Data 0.000 (0.001)	Loss 1.2825 (0.8760)	Top-1 acc 46.875 (61.139)	Top-5 acc 100.000 (100.000)	lr 0.04545
Warmup Train [16][48/48]	Time 0.008 (0.007)	Data 0.001 (0.001)	Loss 1.0650 (0.8813)	Top-1 acc 54.545 (61.561)	Top-5 acc 100.000 (100.000)	lr 0.04524
==========Warmup Valid [16/80]	loss 0.996	top-1 acc 61.093	top-5 acc 100.000	Train top-1 61.561	top-5 100.000	flops: 2.3M
Warmup Train [17][0/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 1.0049 (1.0049)	Top-1 acc 53.125 (53.125)	Top-5 acc 100.000 (100.000)	lr 0.04523
Warmup Train [17][30/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 0.8470 (0.8634)	Top-1 acc 53.125 (62.248)	Top-5 acc 100.000 (100.000)	lr 0.04487
Warmup Train [17][48/48]	Time 0.007 (0.007)	Data 0.000 (0.001)	Loss 1.0455 (0.8533)	Top-1 acc 50.909 (62.648)	Top-5 acc 100.000 (100.000)	lr 0.04465
==========Warmup Valid [17/80]	loss 0.980	top-1 acc 57.235	top-5 acc 100.000	Train top-1 62.648	top-5 100.000	flops: 2.3M
Warmup Train [18][0/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.7398 (0.7398)	Top-1 acc 60.938 (60.938)	Top-5 acc 100.000 (100.000)	lr 0.04463
Warmup Train [18][30/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.8509 (0.7909)	Top-1 acc 60.938 (63.054)	Top-5 acc 100.000 (100.000)	lr 0.04426
Warmup Train [18][48/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.9234 (0.8486)	Top-1 acc 52.727 (61.145)	Top-5 acc 100.000 (100.000)	lr 0.04402
